,Frequency,Location,PLU,ItemName,Most_Recent_LoggedDate
842,1,Westford,46000019792,Broccoli & Grilled Sweet Onions,2019-10-22
843,1,Westford,46000029302,Butternut Pollock with Garlic & Chili,2019-12-10
844,1,Westford,46000027416,Caribbean Mango Chicken Wings,2019-10-22
845,1,Westford,46000060502,Chili Almond Dressing,2019-10-22
846,1,Westford,46000024077,Chinese Black Pepper Green Beans,2019-11-16
847,1,Westford,46000029435,Cremini Insalata Tricolore,2019-10-06
848,1,Westford,46000063307,Cumin Roasted Carrots,2019-11-14
849,1,Westford,46000025814,Cumin Roasted Vegetables,2019-10-29
850,1,Westford,81445302812,DRESSING PICKLED PEPPER VINAIGRETTE,2019-10-22
851,1,Westford,46000029498,Fig Balsamic Mushrooms,2019-10-10
852,1,Westford,46000029434,Game Day Chicken Salad with Bacon,2019-10-27
853,1,Westford,46000024580,Garlic Broccoli Rabe,2019-12-14
854,1,Westford,46000060637,Goat Cheese,2019-10-14
855,1,Westford,46000058734,Hearts Of Palm,2019-10-01
856,1,Westford,46000026992,Honey Pistachio Green Beans,2019-12-11
857,1,Westford,46000020408,Honey Sriracha Fried Tofu,2019-10-30
858,1,Westford,25725600000,KALE PAD THAI SALAD SWEET SPICY HSH CC,2019-10-24
859,1,Westford,46000010140,Lime Chipotle Tofu,2019-10-06
860,1,Westford,46000004373,Mushroom & Barley Soup,2019-11-23
861,1,Westford,46000029304,Mushroom & Herb Beef Meatballs,2019-10-09
862,1,Westford,46000055918,Organic Radish,2019-10-22
863,1,Westford,46000029948,Paleo Friendly Chicken Salad,2019-10-19
864,1,Westford,48000004697,Potato Swt 3/4 Dcd 4X5Lb Cv,2019-10-10
865,1,Westford,46000018407,"Potatoes, Patates Psites HB NA",2019-12-15
866,1,Westford,46000055917,Radishes,2019-10-15
867,1,Westford,46000020373,Rainbow Roasted Carrots with Parsley,2019-10-09
868,1,Westford,46000064546,Red Chili Flakes,2019-10-22
869,1,Westford,46000008519,Roasted Apples & Parsnips,2019-10-07
870,1,Westford,46000028911,Roasted Mustard Ale Potatoes & Dill,2019-11-05
871,1,Westford,46000062679,Roasted Pork with Apples & Sage,2019-10-03
872,1,Westford,95502,Salad Bar,2019-10-27
873,1,Westford,46000029060,Sicilian Cauliflower,2019-12-15
874,1,Westford,46000064980,Tomato Olive Chicken,2019-10-06
875,1,Westford,46000022030,Vegetable Fried Rice,2019-12-07
876,1,Westford,46000055953,Wheatberries,2019-10-22
877,0,Westford,46000063819,Blueberry Lemon Pancakes,
878,0,Westford,46000063820,Buttermilk Pancakes,
879,0,Westford,46000063821,Pumpkin Pancakes,
880,0,Westford,46000008020,Beef Hamburger Patty,
881,0,Westford,46000020412,Cheesy Fries,
882,0,Westford,46000008982,Fried Buffalo Cauliflower,
883,0,Westford,46000025410,Fried Pollock,
884,0,Westford,46000006970,Hunter's Chicken Stew,
885,0,Westford,46000064740,Lemon Walnut Green Beans,
886,0,Westford,46000024976,Mushroom Herb Chicken,
887,0,Westford,46000060277,Potato Skins with Sour Cream & Chives,
888,0,Westford,46000023229,Prosciutto & Provolone Beef Meatloaf,
889,0,Westford,46000025810,Queso Fundido Chicken,
890,0,Westford,46000024999,Roasted Cauliflower with Poblanos & Queso,
891,0,Westford,46000019139,Sauteed Zucchini & Poblano,
892,0,Westford,46000017413,Spicy Eggplant Harissa,
893,0,Westford,46000025414,Stuffed Peppers with Beef & Mixed Rice,
894,0,Westford,27690800000,Sweet Chili Tofu,
895,0,Westford,46000014704,Zucchini Roasted Tomatoes,
896,0,Westford,46000011086,Vegetable Spring Roll,
897,0,Westford,46000014728,Garlic Wine Kale,
898,0,Westford,46000029504,Grilled Sausage with Broccoli Rabe,
899,0,Westford,46000024976,Mushroom Herb Chicken,
900,0,Westford,46000029501,Pancetta & Sage Sweet Potatoes,
901,0,Westford,46000024562,Parmesan Fried Rigatoni,
902,0,Westford,46000029507,Seafood Cioppino Pasta,
903,0,Westford,46000029517,Smashed Butternut Squash with Mascarpone,
904,0,Westford,46000028910,Apple Cider Greens,
905,0,Westford,46000029310,Autumn Romanesco with Cashew Parmesan,
906,0,Westford,46000029299,Cacio e Pepe Brussels Sprouts,
907,0,Westford,46000029307,Chicken Mushroom Bacon Pot Pie,
908,0,Westford,46000029308,Turkey Mushroom Bacon Pot Pie,
909,0,Westford,46000058368,Chana Masala,
910,0,Westford,46000057364,Vegetable Korma,
911,0,Westford,46000026998,Blistered Tomato and Artichoke Pork Loin,
912,0,Westford,46000064785,Falafel,
913,0,Westford,46000014729,Feta Mint Meatballs w Garlic Wine Sauce,
914,0,Westford,46000026990,Grilled Caribbean Mango Chicken Quarters,
915,0,Westford,46000019783,Harissa Grilled Chicken Thighs,
916,0,Westford,46000026985,Jamaican Cabbage Hot Slaw,
917,0,Westford,46000027072,Jamaican Lima Beans,
918,0,Westford,46000007604,Kale Sauteed with Raisins,
919,0,Westford,46000015649,Lemon Parsley Haddock,
920,0,Westford,46000027005,Mediterranean Roasted Sweet Potato,
921,0,Westford,46000027003,Pistachio Parsley Rice,
922,0,Westford,46000027695,Roasted Carrots with White Bean Ragout,
923,0,Westford,46000026995,Tomato Artichoke Cavatappi,
924,0,Westford,46000026991,Za'atar Roasted Eggplant,
925,0,Westford,46000028980,Caraway & Dill Green Beans,
926,0,Westford,46000020370,Cider Mustard Potatoes,
927,0,Westford,46000020768,Roasted Bier Brats with Apples & Cabbage,
928,0,Westford,46000024571,Salt & Vinegar Carrots,
929,0,Westford,46000055707,Almonds,
930,0,Westford,46000054348,Apple Cider Vinegar,
931,0,Westford,46000011882,Apple Infused Dried Blueberries,
932,0,Westford,46000055720,Balsamic Vinegar,
933,0,Westford,46000005957,Black Pepper,
934,0,Westford,46000060492,Bleu Cheese Dressing,
935,0,Westford,46000060493,Buttermilk Ranch Dressing,
936,0,Westford,46000028876,Carrot Cranberry Salad,
937,0,Westford,46000055774,Cashews,
938,0,Westford,46000025168,Charred Broccolini Caesar Salad,
939,0,Westford,46000029440,Cheese Tortellini with Kale & Apple,
940,0,Westford,46000055785,Chia Seeds,
941,0,Westford,46000055788,Coconut Flakes,
942,0,Westford,81445302809,DRESSING APPLE HONEYCRISP VINAIGRETTE,
943,0,Westford,46000006730,Dressing Balsamic Sb,
944,0,Westford,81445302810,DRESSING CRANBERRY VINAIGRETTE,
945,0,Westford,81445302811,DRESSING CURRY VINAIGRETTE,
946,0,Westford,46000007115,Dried Cranberries,
947,0,Westford,46000005955,Furikake,
948,0,Westford,46000064399,Greek Salad,
949,0,Westford,46000055817,Ground Flax Seeds,
950,0,Westford,46000063908,Hearts of Palm Salad,
951,0,Westford,46000064550,Hemp Seeds,
952,0,Westford,46000018399,Honey Mustard Chicken & Spinach Salad,
953,0,Westford,25735300000,Italian Green Garbanzo Salad,
954,0,Westford,46000005951,Lemon Juice,
955,0,Westford,46000055866,Liquid Amino Acids,
956,0,Westford,46000024072,Mediterranean Salmon Salad,
957,0,Westford,46000064906,Moroccan Beet Salad,
958,0,Westford,46000055873,Nutritional Yeast,
959,0,Westford,46000055874,Olive Oil,
960,0,Westford,46000055898,Pecans,
961,0,Westford,46000055909,Pumpkin Seeds,
962,0,Westford,46000055921,Raisins,
963,0,Westford,46000057940,Red Wine Vinegar,
964,0,Westford,46000029433,Roasted Beets with Pear & Cranberry,
965,0,Westford,46000028964,Roasted Cauliflower with Peppadews,
966,0,Westford,46000060509,Roasted Garlic Caesar Dressing,
967,0,Westford,46000029437,Roasted Turkey and Apricot Salad,
968,0,Westford,46000007685,Salmon Caesar Salad,
969,0,Westford,46000010080,Seafood Salad,
970,0,Westford,46000064658,Sesame Chicken Salad,
971,0,Westford,46000060504,Sesame Ginger Dressing,
972,0,Westford,46000055926,Sesame Seeds,
973,0,Westford,46000051521,Sesame Sticks,
974,0,Westford,46000008232,Sherry Vinegar,
975,0,Westford,46000005953,Soy Nuts,
976,0,Westford,46000006971,Spanish Potato Salad,
977,0,Westford,46000055940,Sunflower Seeds,
978,0,Westford,46000005956,Turmeric,
979,0,Westford,46000057835,Walnut Pieces,
980,0,Westford,46000056963,Wasabi Peas,
981,0,Westford,46000028460,Artichoke Hummus,
982,0,Westford,46000055742,Black Beans,
983,0,Westford,46000020722,Chile Lime Guacamole,
984,0,Westford,46000027999,Grilled Pineapple,
985,0,Westford,26382800000,Guss' New Pickles,
986,0,Westford,46000055839,Jicama,
987,0,Westford,46000064395,Low Fat Vanilla Yogurt,
988,0,Westford,46000055868,Mango,
989,0,Westford,46000055845,Organic Dino Kale,
990,0,Westford,46000003199,Organic Grilled Asparagus,
991,0,Westford,46000055899,Pepperoncini,
992,0,Westford,46000059993,Roasted Eggplant,
993,0,Westford,46000056506,Roasted Garlic,
994,0,Westford,46000063691,Sea Salt,
995,0,Westford,46000059427,Snow Peas,
996,0,Westford,46000059669,Tabbouleh,
997,0,Westford,46000059666,Tzatziki,
998,0,Westford,46000064396,Vanilla Almond Granola,
999,0,Westford,27848700000,Spinach Feta Orzo,
1000,0,Westford,46000064443,Manhattan Clam Chowder,
1001,0,Westford,46000013789,Split Pea Soup,
1002,0,Westford,88063200321,Thai Coconut Shrimp Soup,
1003,0,Westford,46000060421,Creamy Mashed Potatoes,
1004,0,Westford,46000006964,"Salad, Chicken Balsamic with Vegetables NA",
1005,0,Westford,46000011879,"Salad, Quinoa with Celeriac & Apples SB NA",
1006,0,Westford,46000007609,"Salad, Kale & Brussels Sprouts SB NA",
1007,0,Westford,46000021987,"Salad, Cranberry Orange Kale SB NA",
1008,0,Westford,46000063905,"Salad, Broccoli Crunch RFG CE",
1009,0,Westford,46000060727,"Celery, bias cut",
1010,0,Westford,46000063687,Purple Cauliflower,
1011,0,Westford,46000055829,Blanched Green Beans,
1012,0,Westford,46000063681,Red Grape Tomatoes,
1013,0,Westford,46000018440,"Rice, Spanakorizo HB NA",
1014,0,Westford,46000030013,traditional latkes,
1015,0,Westford,46000030039,"Green Beans, Mushrooms & Tehina 1.5lb eStore CE",
1016,0,Westford,46000030036,"Eggplant, Twice Cooked 2lb eStore CE",
1017,0,Westford,46000030015,Leek & Potato Cakes 2lb Chef LMT eStore CE,
1018,0,Westford,46000030029,"Chicken, Schnitzel with Apple Amba 4lb eStore CE",
1019,0,Westford,9948248927,ALPHABET SOUP,
1020,0,Westford,9948248921,SOUP VEGAN PUMPKIN,
1021,0,Westford,9948248923,JERK CHICKEN,
1022,0,Westford,9948248931,QUINOA CHILI,
1023,0,Westford,9948248935,SOUP CREAMY MUSHROOM,
1024,0,Westford,66797875742,SOUP ITALIAN WEDDING,
1025,0,Westford,9948248557,SOUP AROMATIC BUTTERNUT,
1026,0,Westford,46000055823,gigande beans in vinaigrette,
1027,0,Westford,46000055812,farro,
1028,0,Westford,46000021749,Ruby Red Grapefruit Rounds,
1029,0,Westford,46000029640,Opal Apple,
1030,0,Westford,46000062563,Pomegranate Seeds,
1031,396,West hartford,46000007582,Chicken Tenders,2019-12-15
1032,309,West hartford,46000060414,Macaroni & Cheese,2019-12-15
1033,254,West hartford,46000064940,Scrambled Eggs,2019-12-15
1034,228,West hartford,46000057474,Mashed Potatoes,2019-12-15
1035,213,West hartford,46000064891,Steamed Broccoli,2019-12-13
1036,207,West hartford,46000064394,FRIES FRENCH REGULAR CUT,2019-12-15
1037,197,West hartford,46000006106,Chicken Parmesan,2019-12-12
1038,182,West hartford,46000063819,Blueberry Lemon Pancakes,2019-12-15
1039,176,West hartford,46000064443,Mom's Chicken Soup,2019-12-15
1040,171,West hartford,46000016511,Nana's Chicken Noodle Soup,2019-12-15
1041,167,West hartford,46000058382,Breakfast Potatoes,2019-12-15
1042,163,West hartford,46000025411,Beef Cavatappi Chop Suey,2019-12-15
1043,156,West hartford,46000060270,BBQ Wings,2019-12-13
1044,145,West hartford,46000060011,Bacon,2019-12-15
1045,144,West hartford,46000063709,Buffalo Wings,2019-12-14
1046,141,West hartford,46000016509,New England Clam Chowder,2019-12-15
1047,138,West hartford,46000018498,Double Cheddar Broccoli Soup,2019-12-15
1048,122,West hartford,46000018499,Lentil Dal & Spinach Soup,2019-12-15
1049,117,West hartford,46000018118,CAKES CORN RED PEPPER,2019-12-14
1050,117,West hartford,46000016512,Tomato Parmesean Soup,2019-12-15
1051,109,West hartford,46000004910,Beef Chili,2019-12-15
1052,105,West hartford,46000010510,Collard Greens w/ Garlic,2019-12-15
1053,99,West hartford,46000008996,Tofu Breakfast Scramble,2019-12-15
1054,93,West hartford,46000029060,"Cauliflower, Sicilian",2019-12-10
1055,91,West hartford,46000008373,Teriyaki Wings,2019-12-14
1056,87,West hartford,46000064784,Roasted Sweet Potatoes,2019-12-15
1057,86,West hartford,46000064884,FRENCH TOAST SANDWICH BREAD WHITE HB,2019-12-15
1058,83,West hartford,46000028877,"Broccoli Rabe, Roasted Garlic",2019-12-15
1059,82,West hartford,46000062848,TOMATOES ROASTED HB,2019-12-15
1060,81,West hartford,46000012679,"Chicken, Orange",2019-11-22
1061,81,West hartford,46000065008,Turkey Bacon,2019-12-15
1062,80,West hartford,46000064878,"Fries, Waffle",2019-12-14
1063,78,West hartford,46000008060,"Meatloaf, BBQ Beef",2019-12-08
1064,77,West hartford,46000029304,"Meatballs, Beef Mushroom & Herb",2019-11-24
1065,75,West hartford,46000019851,MAC CHEESE PEA BACON BRDCRMB HB,2019-12-15
1066,72,West hartford,46000064572,Lemon Parsley Pollock,2019-12-15
1067,62,West hartford,46000004909,Turkey Chili,2019-12-06
1068,59,West hartford,46000005678,Chicken Cacciatore,2019-10-29
1069,57,West hartford,46000022022,Creamed Spinach & Kale Kettle,2019-12-11
1070,57,West hartford,46000022022,Creamed Spinach & Kale Kettle,2019-12-10
1071,57,West hartford,46000018075,Sublime Swine Smoked Pulled Pork,2019-12-15
1072,54,West hartford,46000055793,Corn,2019-11-24
1073,54,West hartford,46000064571,"Pollock, Lemon Dill",2019-12-15
1074,50,West hartford,46000029309,"Potatoes, Fingerling Fried Salt & Vinegar",2019-11-29
1075,50,West hartford,46000055863,Romaine Lettuce,2019-12-15
1076,49,West hartford,46000005582,Carrot Ginger Coconut Soup,2019-12-07
1077,49,West hartford,46000065097,Sausage Patties,2019-11-21
1078,48,West hartford,46000006607,Black Beans,2019-12-07
1079,48,West hartford,46000007289,"Chicken, Baked Texas BBQ",2019-12-15
1080,48,West hartford,46000030026,Roasted Salt & Pepper Turkey Breast & Gravy,2019-12-07
1081,47,West hartford,46000030037,Green Beans & Shallots,2019-12-10
1082,47,West hartford,46000006973,Grilled Cajun Chicken Thighs,2019-12-15
1083,45,West hartford,46000018073,CHICKEN THIGH SMOKED MAGNET,2019-12-11
1084,45,West hartford,46000010550,Roasted Mushrooms,2019-12-06
1085,43,West hartford,46000007600,EGG BAKED HB,2019-12-07
1086,43,West hartford,46000063050,Spring Mix,2019-11-20
1087,42,West hartford,46000055923,Baby Spinach,2019-12-08
1088,41,West hartford,46000020417,Traditional Herb Stuffing,2019-12-11
1089,38,West hartford,46000028908,"Carrots, Apple Cider Glazed",2019-10-27
1090,37,West hartford,46000059679,onions and peppers,2019-12-15
1091,36,West hartford,46000008434,Hash Browns,2019-12-15
1092,36,West hartford,46000055911,Red Quinoa,2019-12-14
1093,35,West hartford,46000055892,Peas,2019-10-13
1094,35,West hartford,46000007145,Pineapple Fried Rice,2019-12-11
1095,35,West hartford,46000055914,QUINOA WHITE CV SB,2019-11-20
1096,32,West hartford,46000057614,BRUSSELS SPROUTS ROASTED HB,2019-11-30
1097,32,West hartford,46000022021,GRAVY TURKEY CV HB,2019-12-15
1098,32,West hartford,46000057444,Lemon Rice,2019-12-15
1099,32,West hartford,46000059884,PORK CARNITAS OSI HB,2019-12-15
1100,32,West hartford,46000028996,Paleo Roasted Squash Zucchini,2019-12-13
1101,31,West hartford,46000056666,BEEF BARBACOA JALAPENO HB,2019-12-14
1102,31,West hartford,46000055807,Edamame,2019-10-18
1103,31,West hartford,46000059701,Olive Tomato Parsley Pollock,2019-12-13
1104,31,West hartford,46000059701,Olive Tomato Parsley Pollock,2019-12-13
1105,30,West hartford,46000055820,Garbanzo Beans,2019-12-08
1106,30,West hartford,46000055832,Hard Boiled Eggs,2019-10-16
1107,30,West hartford,46000017196,"Pollock, Sweet Chili",2019-12-14
1108,30,West hartford,46000020768,Roasted Bier Brats with Apples & Cabbage Oktoberfest,2019-10-18
1109,29,West hartford,46000064890,Green Beans with Roasted Garlic,2019-12-10
1110,29,West hartford,28452000000,Grilled Chicken,2019-10-16
1111,29,West hartford,46000024076,Lemon Artichoke Slaw,2019-12-08
1112,29,West hartford,46000028992,Paleo Roasted Cremini Mushrooms,2019-10-16
1113,29,West hartford,46000056602,SPINACH STEAMED HB,2019-12-09
1114,28,West hartford,46000055714,Arugula,2019-12-14
1115,28,West hartford,46000055943,Grape Tomatoes,2019-10-16
1116,28,West hartford,46000055848,Kidney Beans,2019-11-09
1117,28,West hartford,46000059680,Sauteed Mushrooms,2019-12-15
1118,27,West hartford,46000060727,CELERY SLICED SB,2019-10-13
1119,27,West hartford,46000028993,Paleo Roasted Red Bell Peppers,2019-11-12
1120,27,West hartford,46000017288,Roasted Veg Medley,2019-12-15
1121,27,West hartford,46000017288,Roasted Veg Medley,2019-12-15
1122,26,West hartford,46000029438,Waldorf Tofu Salad,2019-12-15
1123,25,West hartford,23527800000,CARROT HARISSA SALAD CC,2019-11-13
1124,25,West hartford,48000004789,CORN TORTILLA CHIPS,2019-12-15
1125,25,West hartford,46000055768,Cantalope,2019-11-27
1126,25,West hartford,46000064603,Golden Sesame Tofu,2019-11-08
1127,25,West hartford,46000055842,Kale,2019-12-12
1128,25,West hartford,27848700000,Spinach Feta Orzo Salad,2019-11-19
1129,24,West hartford,46000055733,BEETS SHREDDED OG SB,2019-11-20
1130,24,West hartford,46000024761,GUACAMOLE SB,2019-11-20
1131,24,West hartford,46000064022,Mesclun Goat Cheese Salad,2019-11-29
1132,24,West hartford,46000030595,SOUP CREAM OF MUSHROOM HB,2019-12-15
1133,24,West hartford,46000062686,Thai Peanut Chicken Thighs,2019-12-15
1134,22,West hartford,48000006773,CABBAGE GRN CRRT SHRD 4/5LB OG,2019-12-14
1135,22,West hartford,46000029434,Chicken Game Day Salad,2019-11-27
1136,22,West hartford,27489000000,KALE SESAME GINGER CC,2019-10-17
1137,22,West hartford,46000028995,Paleo Roasted Butternut Squash,2019-10-16
1138,21,West hartford,46000022419,Kale White Bean Salad,2019-11-27
1139,21,West hartford,46000029303,"Macaroni & Cheese, Butternut",2019-11-17
1140,21,West hartford,46000004373,Mushroom & Barley Soup,2019-11-24
1141,21,West hartford,46000055903,Pineapple,2019-10-12
1142,21,West hartford,46000057670,SOUP BUTTERNUT SQUASH HB,2019-12-15
1143,20,West hartford,46000059671,Hummus,2019-11-29
1144,20,West hartford,46000020370,"Potatoes, Cider Mustard",2019-12-03
1145,20,West hartford,46000010140,"Potatoes, Patate Al Forne",2019-10-13
1146,20,West hartford,46000010703,SALAD TAILGATE COLESLAW SB,2019-11-05
1147,20,West hartford,48000008634,TERIYAKI CHICKEN THIGHS,2019-12-11
1148,19,West hartford,46000055930,SOUR CREAM SB,2019-11-14
1149,18,West hartford,46000055812,Farro,2019-11-15
1150,18,West hartford,46000028962,Maria's Beef Meatballs,2019-12-12
1151,18,West hartford,46000056506,Roasted Garlic,2019-10-16
1152,18,West hartford,46000030656,SOUP PUMPKIN CURRY HB,2019-12-15
1153,17,West hartford,46000006979,Coconut Chicken Curry,2019-12-11
1154,17,West hartford,46000003326,Cook Falafel,2019-11-20
1155,17,West hartford,46000055736,Mixed Peppers,2019-10-13
1156,17,West hartford,46000030555,Red Pepper Fried Rice,2019-11-19
1157,17,West hartford,46000018074,Smoked Boneless Chicken Thighs,2019-12-13
1158,16,West hartford,46000060630,CHEESE CHEDDAR SHREDDED SB,2019-10-21
1159,16,West hartford,46000059666,DIP TZATZIKI SB,2019-12-15
1160,16,West hartford,46000028911,"Potatoes, Roasted with Dill & Mustard Ale",2019-11-30
1161,15,West hartford,46000064903,BACON BITS SB,2019-11-10
1162,15,West hartford,46000063809,Cinnamon Raisin Oat Meal,2019-12-12
1163,15,West hartford,46000022022,Creamed Spinach & Kale,2019-12-11
1164,15,West hartford,46000022022,Creamed Spinach & Kale,2019-12-10
1165,15,West hartford,46000014824,Fingerling Potatoes w/ Leeks,2019-11-30
1166,15,West hartford,46000003990,"Macaroni & Cheese, Buffalo Bleu",2019-12-04
1167,15,West hartford,46000060601,SALAD CORN ARUGULA SB,2019-10-15
1168,15,West hartford,46000063816,SAUSAGE BREAKFAST LINKS HB,2019-12-15
1169,14,West hartford,46000029306,"Pierogi, Sauerkraut & Sweet Potato",2019-10-13
1170,14,West hartford,46000013171,Turmeric Roasted Sweet Potatoes,2019-12-08
1171,14,West hartford,46000017288,VEGETABLES ROASTED HB,2019-12-15
1172,14,West hartford,46000017288,VEGETABLES ROASTED HB,2019-12-15
1173,13,West hartford,00449791900,FRIES .3IN REGULAR CUT NO TRANSFAT,2019-11-07
1174,13,West hartford,46000029302,"Fish, Baked with Butternut Sauce Garlic & Chili",2019-11-16
1175,13,West hartford,46000029305,"Meatloaf, Creamy Smoked Mushroom",2019-12-08
1176,13,West hartford,09948248558,SOUP BISQUE LOBSTER BULK,2019-12-09
1177,13,West hartford,46000003438,Sweet & Spicy Kale Pad Thai,2019-11-14
1178,12,West hartford,46000059365,Citrus Marinated Olives,2019-10-17
1179,12,West hartford,46000020868,MACARONI CHEESE PEPPADEW GOAT CHEESE HB,2019-12-10
1180,11,West hartford,46000026987,"Chicken Thighs, Garlic & Herb",2019-11-26
1181,11,West hartford,46000019137,Lemon Garlic Broccolini,2019-11-22
1182,11,West hartford,46000028994,Paleo Roasted Romanesco,2019-11-21
1183,10,West hartford,46000018079,Honey Jalapeno Wings,2019-12-08
1184,10,West hartford,46000060957,TOFU YELLOW CURRY HB,2019-12-08
1185,10,West hartford,46000013174,TURKEY BREAST HB,2019-12-08
1186,9,West hartford,48000037963,PICO DE GALLO MILD,2019-12-15
1187,9,West hartford,46000020414,"Squash, Mashed Butternut",2019-12-06
1188,9,West hartford,46000016104,TOMATO CHERRY RAINBOW OG,2019-10-16
1189,8,West hartford,46000031328,CHICKEN BREAST CABBAGE BACON HB,2019-12-15
1190,8,West hartford,46000057439,CHICKEN TIKKA MASALA HB,2019-12-15
1191,7,West hartford,46000019852,Buffalo Blue Mac & Cheese,2019-12-04
1192,7,West hartford,46000031332,MACARONI CHEESE CAULIFLOWER HB,2019-12-15
1193,7,West hartford,46000020405,Sauteed Kale w/ Mushrooms,2019-12-15
1194,6,West hartford,46000015079,Chicken Pasta Caesar Salad,2019-10-04
1195,6,West hartford,46000016161,DAL PALAK BOMBAY,2019-12-15
1196,6,West hartford,48000004791,FLOUR TORTILLA CHIPS,2019-10-11
1197,6,West hartford,26120900000,Garlic Parmesan Pasta,2019-12-08
1198,6,West hartford,46000055729,Golden Beets,2019-10-08
1199,6,West hartford,46000060717,NAAN REGULAR HB,2019-12-15
1200,6,West hartford,46000029918,"Tofu, Ginger Coriander",2019-11-22
1201,5,West hartford,46000057669,Buttered Cabbage,2019-11-17
1202,5,West hartford,46000011745,"Cauliflower, Curry Roasted with Peas",2019-11-23
1203,5,West hartford,46000029962,"Chicken, Spicy Kerala Pepper",2019-12-07
1204,5,West hartford,46000031329,FISH BAKED SPINACH TOMATO BUTTER HB,2019-12-14
1205,5,West hartford,27110600000,KALE TUSCAN GARLICKY CC,2019-10-10
1206,5,West hartford,46000007609,Kale & Brussel Sprout Salad,2019-12-06
1207,5,West hartford,46000059425,Roasted Red Peppers,2019-10-16
1208,5,West hartford,46000057364,VEGETABLE KORMA HB,2019-12-15
1209,4,West hartford,46000063712,Bangkok Wings,2019-12-14
1210,4,West hartford,46000030017,CASSEROLE GREEN BEAN HB,2019-12-06
1211,4,West hartford,46000060421,Creamy Mashed Potatoes,2019-12-14
1212,4,West hartford,46000055834,Hearts of Palm,2019-10-08
1213,4,West hartford,46000064020,SALAD MIXED GREENS SB,2019-11-27
1214,4,West hartford,46000029504,"Sausage, Grilled with Broccoli Rabe",2019-10-09
1215,4,West hartford,46000030014,Vegan Black Eyed Pea Fritters,2019-11-13
1216,4,West hartford,46000026991,Za'atar Eggplant,2019-10-09
1217,3,West hartford,46000029959,"Beef, Spicy Black Pepper Curry",2019-12-15
1218,3,West hartford,46000029299,"Brussels Sprouts, Cacio e Pepe",2019-12-08
1219,3,West hartford,46000024571,"Carrots, Salt & Vinegar",2019-10-08
1220,3,West hartford,46000029961,"Chicken Korma, Hyderabadi Cashew",2019-12-15
1221,3,West hartford,46000020411,Chili Garlic Cauliflower,2019-11-20
1222,3,West hartford,46000014728,"Kale, Garlic Wine",2019-10-25
1223,3,West hartford,46000063820,PANCAKES BUTTERMILK HB,2019-11-28
1224,3,West hartford,46000028906,Roasted Brussels w/ Pickled Pepper Vinaigrette,2019-11-05
1225,3,West hartford,46000059993,Roasted Eggplant,2019-12-13
1226,3,West hartford,46000013789,Vegan Split Pea Soup,2019-10-13
1227,2,West hartford,46000030837,BROCCOLI RABE PALEO ROASTED HB,2019-12-14
1228,2,West hartford,27994400000,Beets w/ Sherry Vinaigrette,2019-11-07
1229,2,West hartford,46000025643,Broccoli Cheddar Quiche,2019-11-11
1230,2,West hartford,46000028907,"Brussels Sprouts, Mustard Ale Sauce",2019-11-02
1231,2,West hartford,46000020861,Butternut & Mushroom Mac,2019-12-08
1232,2,West hartford,46000020861,Butternut & Mushroom Mac,2019-11-18
1233,2,West hartford,46000013532,CHICKEN CAJUN ROASTED HB,2019-12-13
1234,2,West hartford,46000064401,Caesar Salad,2019-10-17
1235,2,West hartford,46000028876,Carrot Cranberry Salad,2019-12-07
1236,2,West hartford,46000029301,"Chicken Breast, Apple Cider Glazed",2019-12-07
1237,2,West hartford,46000029960,"Chicken, Mangalore Ghee",2019-11-09
1238,2,West hartford,46000024079,Chickpea Asparagus Radicchio,2019-12-08
1239,2,West hartford,46000018070,Cow Bell Hell Smoked Beef Tips,2019-12-07
1240,2,West hartford,46000059699,Egg White & Spinach Scramble,2019-11-10
1241,2,West hartford,46000024075,Fennel Pistachio Lemon Vin Salad,2019-11-27
1242,2,West hartford,46000028910,"Greens, Apple Cider",2019-11-02
1243,2,West hartford,46000024575,Marinated Feta,2019-10-03
1244,2,West hartford,46000021385,Mashed Avocado,2019-10-10
1245,2,West hartford,46000020371,"Pork, Loin Cider Mustard",2019-12-09
1246,2,West hartford,46000007355,Roasted Broccoli,2019-11-08
1247,2,West hartford,66797810794,SAUCE CRANBERRY CV BULK,2019-12-14
1248,2,West hartford,46000026023,Thai Coconut Shrimp Soup,2019-11-16
1249,2,West hartford,46000018400,Tortellini & Sopressata,2019-12-03
1250,2,West hartford,46000029957,"Vegetable Korma, Hyderabadi Cashew",2019-12-15
1251,2,West hartford,46000007476,Zucchini,2019-11-14
1252,1,West hartford,46000018076,Blackened Potatoes,2019-11-08
1253,1,West hartford,46000028979,"Brussel Sprouts, Sweet & Sour",2019-11-13
1254,1,West hartford,46000055772,CARROTS SHREDDED CV SB,2019-11-27
1255,1,West hartford,46000029300,"Cauliflower, Wedges with Butternut Orange Sauce",2019-10-08
1256,1,West hartford,46000027069,Champagne Dijon Potato Salad,2019-12-15
1257,1,West hartford,46000027159,Chicken & Scallion Salad,2019-11-11
1258,1,West hartford,46000028909,"Chicken Breast, Mustard Ale Glazed",2019-12-11
1259,1,West hartford,46000007290,Curried Cauliflower,2019-11-03
1260,1,West hartford,46000018077,Garlic Parm & Pepper Potatoes,2019-11-17
1261,1,West hartford,46000064399,Greek Salad,2019-12-12
1262,1,West hartford,46000028980,"Green Beans, Caraway Dill",2019-11-02
